,occurrences,term
8250,48,the hawks
8251,48,and national
8252,48,whether to
8253,48,nearly million
8254,48,city to
8255,48,and private
8256,48,the civil
8257,48,international airport
8258,48,two year
8259,48,pay the
8260,48,of federal
8261,48,past year
8262,48,the ice
8263,48,eight years
8264,48,government has
8265,48,not immediately
8266,48,to about
8267,48,year by
8269,48,states that
8270,48,elected officials
8271,48,placed on
8272,48,the award
8273,48,had their
8274,48,work as
8275,48,st joseph
8276,48,demand for
8277,47,he going
8278,47,district judge
8279,47,her parents
8280,47,bar and
8281,47,two people
8282,47,by its
8283,47,two or
8284,47,the nhl
8285,47,the track
8286,47,he hit
8287,47,percent increase
8288,47,arts and
8289,47,the tour
8290,47,federal law
8291,47,the wildcats
8292,47,groups and
8293,47,the winning
8294,47,tens of
8295,47,the navy
8296,47,game that
8297,47,about whether
8298,47,about three
8299,47,impact of
8300,47,opened the
8301,47,said adding
8302,47,runs and
8303,47,the construction
8304,47,is under
8305,47,acknowledged that
8306,47,in detroit
8307,47,church in
8308,47,road to
8309,47,before being
8310,47,four times
8311,47,of congress
8312,47,in jail
8313,47,civil rights
8314,47,the population
8315,47,star ledger
8316,47,array of
8317,47,report said
8318,47,in west
8319,47,and seven
8320,47,the arena
8321,47,the alleged
8322,47,over his
8323,47,to respond
8324,47,credit card
8325,47,limited to
8326,47,among those
8327,47,system is
8328,47,the devils
8329,47,his car
8330,47,the patient
8331,47,of police
8332,47,port authority
8333,47,obama said
8334,46,obama and
8335,46,the ravens
8336,46,the practice
8337,46,next two
8338,46,news release
8339,46,before his
8340,46,been charged
8341,46,of big
8342,46,on those
8343,46,the lions
8344,46,with about
8345,46,ask the
8346,46,filed for
8347,46,attempted to
8348,46,the pac
8349,46,of american
8350,46,benefits of
8351,46,be released
8352,46,with seconds
8353,46,the democrats
8354,46,circuit court
8355,46,and run
8356,46,run by
8357,46,in innings
8358,46,and children
8359,46,to file
8360,46,to extend
8361,46,the casino
8362,46,to deliver
8363,46,and fire
8364,46,co founder
8365,46,start at
8366,46,four games
8367,46,the highway
8368,46,for year
8369,46,charter schools
8370,46,charges of
8371,46,acres of
8372,46,voted to
8373,46,staff and
8374,46,also will
8375,46,go up
8376,46,shot at
8377,46,shot and
8378,46,that first
8379,46,service to
8380,46,seeking to
8381,46,although he
8382,46,human services
8383,46,his daughter
8384,46,scored on
8385,46,schools in
8386,46,same period
8387,46,his two
8388,46,sale of
8389,46,charges against
8390,46,the rate
8391,46,million or
8392,46,who helped
8393,46,was reported
8394,46,fire department
8395,46,players to
8396,46,but those
8397,46,mg sodium
8398,46,are among
8399,46,was among
8400,46,the township
8401,46,power play
8402,46,about one
8403,46,state sen
8404,46,state budget
8405,46,started in
8406,46,the denver
8407,46,job of
8408,46,last three
8409,45,place at
8410,45,shot in
8411,45,after two
8412,45,season for
8413,45,played for
8414,45,play and
8415,45,service and
8416,45,sought to
8417,45,taxes and
8418,45,the hall
8419,45,affected by
8420,45,set for
8421,45,arrested in
8422,45,she added
8423,45,as early
8424,45,and scored
8425,45,attorney office
8426,45,resulted in
8427,45,re trying
8428,45,and political
8429,45,and won
8430,45,the director
8431,45,prosecutors said
8432,45,april in
8433,45,the euro
8434,45,production of
8435,45,the irs
8436,45,asking for
8437,45,the fans
8438,45,the billion
8439,45,the mile
8440,45,owners of
8441,45,raise the
8442,45,system and
8443,45,argue that
8444,45,family of
8445,45,office said
8446,45,their best
8447,45,lake oswego
8448,45,who did
8449,45,leading the
8450,45,levels of
8451,45,may and
8452,45,them he
8453,45,meet with
8454,45,the unemployment
8455,45,chamber of
8456,45,will receive
8457,45,new mexico
8458,45,the senior
8459,45,the saints
8460,45,the ruling
8461,45,noting that
8462,45,with information
8463,45,job in
8464,45,investigation into
8465,45,believed to
8466,45,division of
8467,45,expects to
8468,45,evidence of
8469,45,was sentenced
8470,45,was first
8471,45,for six
8472,45,voters in
8473,45,get their
8474,45,were found
8475,45,city the
8476,45,defense and
8477,45,west of
8478,45,credit cards
8479,45,connection with
8480,45,to hire
8481,45,in district
8482,45,to fund
8483,45,best known
8484,45,civil war
8485,45,of missouri
8486,45,of six
8487,45,of marijuana
8488,44,coming off
8489,44,and senior
8490,44,hudson county
8491,44,construction of
8492,44,the angels
8494,44,an year
8495,44,restaurant in
8496,44,residents and
8497,44,to collect
8498,44,to apply
8499,44,and st
8500,44,costs and
8501,44,and th
8502,44,those guys
8503,44,leader of
8504,44,program for
8505,44,the environmental
8506,44,april the
8507,44,march the
8508,44,of home
8509,44,working to
8510,44,become an
8511,44,years it
8512,44,control and
8513,44,costs of
8514,44,monday the
8515,44,to public
8516,44,field goal
8517,44,was set
8518,44,first game
8519,44,four months
8520,44,vote in
8522,44,george bush
8523,44,takes to
8524,44,of seven
8525,44,taxes on
8526,44,group and
8527,44,have won
8528,44,agree to
8530,44,discuss the
8531,44,he spent
8532,44,old son
8533,44,season to
8534,44,on average
8535,44,to represent
8536,44,to release
8537,44,court to
8538,44,to pursue
8539,44,will allow
8540,44,to boost
8541,44,the special
8542,44,before that
8543,44,the sport
8544,44,wine and
8545,44,the ship
8546,44,board and
8547,44,the low
8548,44,not return
8549,44,big east
8550,44,the global
8551,44,plant in
8552,44,obama is
8553,44,will remain
8554,44,at new
8555,44,the level
8556,43,funding for
8557,43,run and
8558,43,stretch of
8559,43,the illinois
8560,43,news for
8561,43,the oregonian
8562,43,improve the
8563,43,an event
8564,43,concerned that
8565,43,company to
8566,43,in colorado
8567,43,to identify
8568,43,an official
8569,43,new jerseys
8570,43,in from
8571,43,night the
8572,43,in iraq
8573,43,the quarter
8574,43,come with
8575,43,in letter
8576,43,the bureau
8577,43,to defend
8578,43,reports of
8579,43,includes the
8580,43,intends to
8581,43,the olympics
8582,43,is less
8583,43,hospital in
8584,43,could take
8585,43,spot in
8586,43,serves as
8587,43,game to
8588,43,from million
8589,43,early as
8590,43,door to
8591,43,st paul
8592,43,two runs
8593,43,than expected
8594,43,than he
8595,43,size and
8596,43,end to
8597,43,engaged in
8598,43,served with
8599,43,the accident
8600,43,did in
8601,43,selection of
8602,43,ohio the
8603,43,the orioles
8604,43,that money
8605,43,to block
8606,43,his parents
8607,43,saturday and
8608,43,his role
8609,43,the pressure
8610,43,struggled to
8611,43,schools are
8612,43,of chicago
8613,43,appeal to
8614,43,career high
8615,43,percent the
8616,43,who won
8617,43,workers in
8618,43,private sector
8619,43,lower than
8620,43,line and
8621,43,business in
8622,43,the governors
8623,43,the debate
8624,43,the polls
8625,43,michigan state
8626,43,million people
8627,43,this fall
8628,43,provided by
8629,43,more difficult
8630,43,by two
8631,43,the wild
8632,43,law firm
8633,43,the dow
8634,43,issue is
8635,43,will offer
8636,43,the well
8637,42,look to
8638,42,the safety
8639,42,he gave
8640,42,he may
8641,42,promised to
8642,42,difference in
8643,42,they come
8644,42,no seed
8645,42,school students
8646,42,that same
8647,42,participating in
8648,42,all year
8649,42,he tried
8650,42,described the
8651,42,helped the
8652,42,days before
8653,42,leads the
8654,42,of long
8655,42,his game
8656,42,he found
8657,42,third in
8658,42,she didn
8659,42,he felt
8660,42,federal reserve
8661,42,filed in
8662,42,financial officer
8663,42,string of
8664,42,opposition to
8665,42,monday and
8666,42,fish and
8667,42,for help
8668,42,was driving
8669,42,support from
8670,42,for students
8671,42,the rangers
8672,42,free agents
8673,42,their last
8674,42,afford to
8675,42,the victory
8676,42,only about
8677,42,domestic violence
8678,42,weather service
8679,42,th district
8680,42,two out
8681,42,there he
8682,42,tuesday the
8683,42,has since
8684,42,the individual
8685,42,one third
8686,42,agreement with
8687,42,have received
8688,42,played with
8689,42,of national
8690,42,attorney for
8691,42,the magic
8692,42,to last
8693,42,the theater
8694,42,in cash
8695,42,it possible
8696,42,an online
8697,42,and south
8698,42,research and
8699,42,center the
8700,42,said during
8701,42,to high
8702,42,raised in
8703,42,the historic
8704,42,in illinois
8705,42,the settlement
8706,42,thursday at
8707,42,in northern
8708,42,on defense
8709,42,attended the
8710,42,included in
8711,42,year was
8712,42,and helped
8713,42,past three
8714,42,on hand
8715,42,the colorado
8716,42,to approve
8717,42,to present
8719,41,opportunity for
8720,41,in was
8721,41,mg cholesterol
8722,41,nearly two
8723,41,pointed to
8724,41,points to
8725,41,but most
8726,41,games to
8727,41,feet on
8728,41,calling for
8729,41,the november
8730,41,record in
8731,41,returning to
8732,41,in missouri
8733,41,the credit
8734,41,the gas
8735,41,will host
8736,41,officials are
8737,41,it kind
8738,41,remain in
8739,41,of community
8740,41,the counter
8741,41,worked on
8742,41,for president
8743,41,up an
8744,41,start in
8745,41,washington state
8746,41,brought in
8747,41,effect on
8748,41,build the
8749,41,sure they
8750,41,reports that
8751,41,chief financial
8752,41,the northern
8753,41,tied to
8754,41,of maryland
8755,41,over medium
8756,41,through an
8757,41,to invest
8758,41,bureau of
8759,41,served in
8760,41,of interest
8761,41,the development
8762,41,case in
8763,41,which also
8764,41,high heat
8765,41,days later
8766,41,as way
8767,41,to settle
8768,41,could help
8769,41,to restore
8770,41,property taxes
8771,41,to preserve
8772,41,school officials
8773,41,home at
8774,41,hole in
8775,41,programs and
8776,41,building and
8777,41,bill would
8778,41,until he
8779,41,run to
8780,41,unlikely to
8781,41,under way
8782,41,at stake
8783,41,been made
8784,41,than an
8785,41,thursday and
8786,41,than three
8787,41,than we
8788,41,the boat
8789,41,site of
8790,41,that allows
8791,41,week he
8792,41,has played
8793,41,of mexico
8794,41,the performance
8795,41,the bases
8796,41,short term
8797,41,al qaida
8798,41,an officer
8799,41,to balance
